datetime;username;content;id;sentiment;annotator;annotation_id;created_at;updated_at;lead_time
31/10/2022 05:41;convomfs;💭 Aku kan punya banyak file drakor di laptop, terus aku hapusin. Waktu di Recycle bin juga aku hapus permanen (niatnya supaya storage laptop aku balik ke semula seperti sblm ak download drakornya). Tapi kok ga berpengaruh ya? Storage aku tetep stuck di angka itu aja. (cont);7697;C;1;7698;01/11/2022 14:45;01/11/2022 14:45;7457
31/10/2022 05:48;convomfs;"🤍 CW // LUKA MERAH MERAH

Guys mau tanyaa, orang kena asam urat tuh kalo kambuh kakinya bisa sampe merah2 gosong gitu kah?  Bokap ku ada asam urat dan tiap kambuh selalu merah gitu kakinya, tapi yg skrng tuh merah nya bener2 merah, bahkan betis bagian depannya sampe (cont)";7693;C;1;7693;01/11/2022 14:44;01/11/2022 14:44;12113
31/10/2022 05:48;convomfs;kayak gosong gitu.. dan ini udh 3 hari ga kunjung ilang merah2nya, padahal biasanya 1 atau 2 hari juga udah ilang.. itu gapapa kan ya? Masih ditahap wajar kan?😔;7692;C;1;7692;01/11/2022 14:44;01/11/2022 14:44;191252
31/10/2022 06:07;convomfs;💭 mau tanya gais, suhu badan 37.5 itu normal atau ngga??;7686;C;1;7686;01/11/2022 14:40;01/11/2022 14:40;2699
31/10/2022 08:45;convomfs;🤍 kalau lagi puasa terus bersihin gigi pake lidah itu bikin batal gak? Aku gak sadar, setelah bersihin baru mikir ini membatalkan apa nda gitu;7624;C;1;7624;01/11/2022 14:33;01/11/2022 14:33;7792
31/10/2022 08:50;convomfs;🤍 guys mau nanya kalo pake pln pascabayar berarti pemakaian bulan september aku lunasin/bayar di bulan oktober kan? pengertiannya bener gak?;7622;C;1;7622;01/11/2022 14:33;01/11/2022 14:33;3744
31/10/2022 08:55;convomfs;"cw // kulit muka // kulit wajah // kulit terlupas // mengelupas 

aku lagi rutin pake skinker baru nyoba sih tapi setelah pemakain seminggu kulit muka ku jd mengelupas gini wajar ga si? ga gatel atau efek lainnya sih, ini kenapa ya? atau krn cocok? 💭 makasih sebelumnya https://t.co/myaZel1vo1";7619;C;1;7619;01/11/2022 14:30;01/11/2022 14:30;51
31/10/2022 09:35;convomfs;"🤍 tw // mentioning sexual harassment , pelecehan seksual

seriously asking, sebagai cewek kalau di rumah sendiri pake kaos lengan pendek, celana sepaha / boxer / celana pendek / hotpants itu GAK SALAH kan?? wajar kan?? kalau misalnya pas pake pakaian kayak gitu terus (cont)";7596;C;1;7596;01/11/2022 14:24;01/11/2022 14:24;24313
31/10/2022 09:35;convomfs;terjadi pelecehan itu bukan salah pakaian kita kan? apa kalau ke teras rumah pun harus ganti pakaian yg tertutup dulu?;7595;C;1;7595;01/11/2022 14:24;01/11/2022 14:24;10841
31/10/2022 09:50;convomfs;💭 ada yg maen game landlord sim gak? mau nnya dong pls ak bingung bgt ini bangunannya nanti sebelah mana ya? mau bikin tp bingung lahan nyaa ga ada tanda https://t.co/OpIX8K2btb;7591;C;1;7591;01/11/2022 14:24;01/11/2022 14:24;7059
31/10/2022 10:30;convomfs;💭 kalian berada di pihak pro atau kontra kalo anak ngelakuin kesalahan, orang tua menghukum dengan cara menghentikan uang saku nya?;7574;C;1;7574;01/11/2022 14:20;01/11/2022 14:20;4959
31/10/2022 11:00;convomfs;🤍 guyssss sorry mau nanya karna ga nemu jawabannya, battery health aku ngurangin 2% dlm waktu 7 bulanan itu masi aman ga sih? Emg cuma ngurangin 2% cuma efeknya emg jd boros bgt sih jadinya batrenyaa;7563;C;1;7563;01/11/2022 14:20;01/11/2022 14:20;8617
31/10/2022 11:30;convomfs;"💭 guys mau tanyaa

jadi di laptopku Microsoft store-nya hilang, itu kalo diinstal ulang di kang service bisa ada lagi ngga Microsoft store-nya?";7551;C;1;7551;01/11/2022 14:17;01/11/2022 14:17;4787
31/10/2022 11:30;convomfs;🤍 guys aku kan b3li barang di t1kt0ksh0p, di track order apknya tuh stuck di jakarta doang dari tgl 29, tapi pas chat j n t nya paket aku malah bolak balik gini gimana ya, butuh bgt barangnya😭 https://t.co/f78qwkRFOC;7549;C;1;7549;01/11/2022 14:17;01/11/2022 14:17;585
31/10/2022 12:16;convomfs;"🤍 sorry gais mau nanya, detail&amp;activity di gdrive tuh gabisa kita hapus ya??? gaenak bgt liat nama aku ngespam gitu disana😭itu bisa di liat sama orang lain gak si?? plis kalo bisa malu bgt:’)";7528;C;1;7528;01/11/2022 14:14;01/11/2022 14:14;19132
31/10/2022 12:50;convomfs;"💭 memori hp aku penuh bangettt, kdang bisa sampe tinggal &lt;100mb, mending file""nya dipindah ke gdrive apa laptop ya?";7514;C;1;7514;01/11/2022 14:12;01/11/2022 14:12;5369
31/10/2022 13:10;convomfs;"🤍 kalau peluangnya
5% diizinin nonton konser
95% ga diizinin n diceramahin abcdxyz 

Mending ttp nyoba izin atau yaudah terima ga usah nonton?:( TP PGN NONTON😭😭😭 all akomodasi+tiket bisa pake uang sendiri, jgn saranin ga usah izin soalnya ak dr luar jkt + takud knp2:(";7507;C;1;7507;01/11/2022 14:11;01/11/2022 14:11;10463
31/10/2022 14:20;convomfs;"💭 sender mau diajak ke tabib,  dipijet biar mata sender ga minus. kira"" sender hrs stuju atau engga ya?";7477;C;1;7477;01/11/2022 14:08;01/11/2022 14:08;23505
31/10/2022 15:05;convomfs;saran merk powerbank yg oke buat konser dong, sama klo kapasitas 20.000mah biasanya berat bgt ga ya? hpku ip 11 makasih yg udah saranin 🤍;7459;C;1;7459;01/11/2022 14:06;01/11/2022 14:06;6,113E+16
31/10/2022 15:05;convomfs;💭 iphone 13 pro max or iphone 14?;7460;C;1;7460;01/11/2022 14:06;01/11/2022 14:06;2543
31/10/2022 15:10;convomfs;"💭 kalian kalau makan rambut nenen tim yang mana?
a. kerupuknya doang
b. gulanya doang
c. kerupuk &amp; gula mKan barengan
d. kerupuk &amp; gula dipisah
e. jawaban lain https://t.co/IaqtqJirCF";7457;C;1;7457;01/11/2022 14:05;01/11/2022 14:05;11314
31/10/2022 15:15;convomfs;aku lg mau bellli iP second, enaknya nanya apalagi ya? aku bingung 🤍;7455;C;1;7455;01/11/2022 14:05;01/11/2022 14:05;2952
31/10/2022 16:05;convomfs;"🤍 Guys, kalian yang paketan ind°sat tuh kalau bel¡ paketan yang murah² tuh di mana? Sender pengen beli yang cuman 3-5gb 30 hari ga ada. Ada nya yang harian.
TIA 🙌";7433;C;1;7433;01/11/2022 14:02;01/11/2022 14:02;3579
31/10/2022 17:00;convomfs;🤍 makan mie yes/no?;7406;C;1;7406;01/11/2022 13:33;01/11/2022 13:33;17137
31/10/2022 17:45;convomfs;🤍 guyssss jadi mataku minus 0,25 + silinder 0,25 kanan kiri, ga terlalu ganggu sebenernya, tapi lebih baik pake kacamata apa ngga?? 😔;7384;C;1;7384;01/11/2022 13:29;01/11/2022 13:29;519
31/10/2022 17:55;convomfs;💭 mending yg mana ya guys? klo ada yg punya, boleh tolong revi3w dong https://t.co/uDjVuoqW81;7376;C;1;7376;01/11/2022 13:26;01/11/2022 13:26;2207
31/10/2022 18:00;convomfs;💭 haloo, temen temen disini ada yang make in ear monitor gak ya?? boleh tolong rekomendasi sama reviewnya? terima kasih!!;7373;C;1;7373;01/11/2022 13:24;01/11/2022 13:24;5185
31/10/2022 19:00;convomfs;💭 nge-charger sebaiknya waktu baterai sisa berapa persen supaya jaga baterai health hp?;7340;C;1;7340;01/11/2022 13:06;01/11/2022 13:06;6802
31/10/2022 20:45;convomfs;🤍 buka rek baru bcä expresi yg ngga ada buku tabungan worth it ngga ya?;7285;C;1;7285;01/11/2022 12:51;01/11/2022 12:51;12143
31/10/2022 21:05;convomfs;💭 aku baru pertama kali belanja di soc*olla jadi gatau dan barang nya masih otw, ini di klik kah konfirmasikan pesanan? Atau klik nya pas barang nya udah sampai? https://t.co/4cs1uX8bp9;7273;C;1;7273;01/11/2022 12:46;01/11/2022 12:46;11302
31/10/2022 21:40;convomfs;🤍 aku jadi sie acara buat bikin yearbook, mending ambil bagian rundown apa tema ya? terus kenapa?;7254;C;1;7254;01/11/2022 12:43;01/11/2022 12:43;9353
31/10/2022 21:55;convomfs;🤍 untuk wanita muslim, kalau tiba-tiba ada lelaki yang datang kerumah ngajak ta'aruf, kalian mau gak? posisinya kalian juga single. kalo mau, apa yg membuat kalian mau?;7246;C;1;7246;01/11/2022 12:41;01/11/2022 12:41;7299
31/10/2022 22:05;convomfs;🤍 menurut kalian kalo nawar segini gimana? wajar atau ngga? ini masih 85% btw https://t.co/LKAr5CVMfM;7240;C;1;7240;01/11/2022 12:41;01/11/2022 12:41;506
31/10/2022 22:15;convomfs;💭 enaknya gmn ya, klo ganti apk lain tu kesannya rugi bgt akunya, soalnya gapernah makek 😭 https://t.co/b5Rhw3JTjF;7234;C;1;7234;01/11/2022 12:40;01/11/2022 12:40;6737
31/10/2022 22:55;convomfs;💭 mau nanya kalo biaya cek kesehatan di rs tuh brp ya? pengen nyoba periksa karena dulu pernah bikin surat sehat rs (screening) katanya ada gejala aritmia. pengen coba cek tapi takut mahal;7210;C;1;7210;01/11/2022 12:34;01/11/2022 12:34;7132
31/10/2022 23:25;convomfs;🤍 ig udah aman belom yak?;7200;C;1;7200;01/11/2022 12:32;01/11/2022 12:32;3575
01/11/2022 00:45;convomfs;💭 kira2 kalo mau dipisah, yang mana yang diminum pagi, mana yang diminum malem ya? https://t.co/oMb5kpLGh1;7171;C;1;7171;01/11/2022 11:34;01/11/2022 11:34;879
01/11/2022 00:46;convomfs;🤍 tidur pake headset itu boleh kah? takut budeg;7170;C;1;7170;01/11/2022 11:34;01/11/2022 11:34;5486
01/11/2022 00:50;convomfs;🤍 menurut kalian kalo aku kasih hadiah korek ke cowoku itu gpp? Atau malah kelihatan dukung dia ngeroko? Dia suka pinjem korek ke temennya buat ngeroko, aku tadi nemu korek lucu niatnya mau kasih dia biar ga minjem minjem lagi. Wdyt?;7169;C;1;7169;01/11/2022 11:34;01/11/2022 11:34;6797
01/11/2022 00:56;convomfs;🤍 guys help dong mau jual 1 barang mending di lz, sp or tp ya yang gampang?;7166;C;1;7166;01/11/2022 11:32;01/11/2022 11:32;30248
01/11/2022 05:01;convomfs;"Sender kelas 2 SMA sekarang, jurusan IPA sebenernya terus mau masuk psikologi 😔
Bisa saranin sender ga sender harus apa? Mungkin belajar kayak gimana kalo kalo harus linjur gitu? 💭";7131;C;1;7131;01/11/2022 11:27;01/11/2022 11:27;14287
01/11/2022 06:25;convomfs;🤍 semisal Instagram kita di private,terus kita nge tag seseorang di instastory yang sananya ga nge follback kita itu dia bisa nge liat ga yah?;7102;C;1;7102;01/11/2022 11:19;01/11/2022 11:19;8726
01/11/2022 07:10;convomfs;🤍  buat pengguna XL, mau tnya dong, sender msh ada kuota data, tp pas liat promo ini ada harga murah, kalo sender beli paket data ini, data yg sebelumnya bakal ilang ga ya? https://t.co/JO8jDBdaLG;7082;C;1;7082;01/11/2022 11:15;01/11/2022 11:15;8919
01/11/2022 08:15;convomfs;🤍 guys, ada yg pernah beli ngl link prem gak? itu yg ditampilin username nya atau tipe hp nya doang yah? dan itu valid gak datanya?;7057;C;1;7057;01/11/2022 11:10;01/11/2022 11:10;7156
01/11/2022 08:30;convomfs;🤍 tanya dong, emang twitt3r update sejelek itu? Se nge-lag itu? Mau update tapi takut jelek bgt, kalo ga update ga bisa login akun baru:(;7049;C;1;7049;01/11/2022 11:08;01/11/2022 11:08;9142
01/11/2022 08:50;convomfs;guys kan ini mastip nya kurang dari sebulan, kalau misalnya beli kuota buat sebulan itu bisa gak sih nambah mastip? atau harus beli pulsa dulu? btw ini kartu xl ya 💭 https://t.co/Qqvjm5HUUf;7041;C;1;7041;01/11/2022 11:06;01/11/2022 11:06;14829
01/11/2022 09:55;convomfs;💭 buka ig skrg aman ga sih? sender blm buka ig dari semalem mau buka takut ilang huhuu;7014;C;1;7014;01/11/2022 11:01;01/11/2022 11:05;23965
01/11/2022 09:20;convomfs;guys, kira-kira udah aman belum ya kalo buka ig? 🤍;7030;C;1;7030;01/11/2022 11:03;01/11/2022 11:04;9,309E+15
01/11/2022 09:10;convomfs;💭 i g udah aman belum ya? mau buka tp msh takut;7034;C;1;7034;01/11/2022 11:04;01/11/2022 11:04;2,6559E+16
01/11/2022 09:40;convomfs;🤍 kurang kurangin deh share di base isi dari aplikasi sebelah, dari sw temen atau orang terdekat kalau belum izin, apalagi cf di instagram buat nyari temen julid di base;7020;C;1;7020;01/11/2022 11:02;01/11/2022 11:02;19127
01/11/2022 10:20;convomfs;💭 is it okay if 17 y.o girl (me) have a crush on 27 y.o man?? this feeling juts comes right away and i can't control it, if that's not ok, what should i do?? salty in aja gapapa kalo emang ini nyeleneh...;7003;N;1;8002;01/11/2022 15:35;01/11/2022 15:35;5254
30/10/2022 15:50;convomfs;💭 Hari ini panas banget🥵;8000;N;1;8001;01/11/2022 15:35;01/11/2022 15:35;1598
30/10/2022 15:50;convomfs;🤍 maaf ngeluhhhh terus soal relationship, makin kesini komunikasi kita makin jelek banget, aku berusaha reach up terus, ngalah sama perasaanku sendiri terus. dia semakin jauh, i really love him, i don't want him go but .... susah banget minta waktu dia sedikit aja buat (cont) https://t.co/C0LlHBETTJ;7999;N;1;8000;01/11/2022 15:35;01/11/2022 15:35;2228
30/10/2022 15:50;convomfs;aku sekarang 🥲 itu aja dia baru bales dari pagi aku spamming, semalem juga gitu baru dibales pagi, telfonpun gamau angkat. balesnya setelah aku dm dari ig karena last seen ignya 7 menit yang lalu, aku salah ya dia jadi kaya marah gitu?? 🥲 mau nangissss;7998;N;1;7999;01/11/2022 15:34;01/11/2022 15:34;12935
30/10/2022 16:10;convomfs;"🤍 Awalnya diajak split bill tapi gamau, pas balik malah ditagih wkwkwk 
Maaf balesan aku kasar🙏 https://t.co/FmV6gPYB0W";7991;N;1;7992;01/11/2022 15:34;01/11/2022 15:34;6369
30/10/2022 16:15;convomfs;km pikir dgn km menghasut org lain buat ikut benci sm aku itu kren khh kidss??😱😱😝😝😝😆😆😆😁😁😁 💭;7989;N;1;7990;01/11/2022 15:33;01/11/2022 15:33;11381
30/10/2022 16:20;convomfs;🤍 unlabeled and rant let's be moots;7987;N;1;7988;01/11/2022 15:33;01/11/2022 15:33;4027
30/10/2022 16:25;convomfs;"🤍 how to say ""aku ga mau kehilanganmu"" without say that?";7983;N;1;7984;01/11/2022 15:33;01/11/2022 15:33;3713
30/10/2022 16:55;convomfs;💭 orang-orang di bumi pada jahat-jahat ya...;7968;N;1;7969;01/11/2022 15:32;01/11/2022 15:32;2468
30/10/2022 17:05;convomfs;💭 wkwk ril [cry] https://t.co/wxRYaIpvqS;7961;N;1;7962;01/11/2022 15:31;01/11/2022 15:31;4094
30/10/2022 17:10;convomfs;🤍 gue gada pacar tapi ini berasa banget buset https://t.co/ABtxZO6DsJ;7959;N;1;7960;01/11/2022 15:30;01/11/2022 15:30;4724
30/10/2022 17:20;convomfs;💭 ak ngantuk tp banyak tugas buat besok, jam segini enaknya tidur dulu baru nugas atau nugas dulu baru tidur ya? 🤔;7955;N;1;7956;01/11/2022 15:30;01/11/2022 15:30;6035
30/10/2022 17:20;convomfs;hmccchhh gmn yhhhhhh 💭 https://t.co/uSopyww7zf;7953;N;1;7954;01/11/2022 15:30;01/11/2022 15:30;2699
30/10/2022 17:25;convomfs;🤍 ngertiii sekarang?? ngerti dongg, masa ga ngertiii?!?!! https://t.co/2hUT5e73Rp;7952;N;1;7953;01/11/2022 15:30;01/11/2022 15:30;3405
30/10/2022 17:25;convomfs;"💭 sp yg pusink mikirin konsep buat confess doang? yh sy.

kayak bakal diterima sj, hufft 😔😔";7951;N;1;7952;01/11/2022 15:30;01/11/2022 15:30;5119
30/10/2022 17:40;convomfs;"💭 trauma gue ke tempat rame gak pake tas yang ada sletingnya, DOMPET GUE ILANGGGGGGG plis kalo warga jakarta liat ada dompet item jatoh isinya kartu pelajar, kartu perpustakaan, kartu golongan darah waktu jaman sd, sama foto gue &amp; foto jaehyun ukuran 3x4 hubungin gue (cont)";7944;N;1;7945;01/11/2022 15:29;01/11/2022 15:29;5777
30/10/2022 19:05;convomfs;💭 wkakakak adek gue ditanya nnti sma mw sekolah dimana malah jawab dimana aja yang penting lapangannya luas;7931;N;1;7932;01/11/2022 15:28;01/11/2022 15:28;2756
30/10/2022 19:15;convomfs;💭 kau bisa patahkan hatiku, tapi tidak jiwa haluuu ku~;7925;N;1;7926;01/11/2022 15:28;01/11/2022 15:28;24
30/10/2022 19:15;convomfs;awokwokwokwokwok [stress] 🤍 https://t.co/lI1gcnJSKz;7922;N;1;7923;01/11/2022 15:28;01/11/2022 15:28;1862
30/10/2022 19:20;convomfs;lagi nungguin temen gua dipinggir jalan terus tiba tiba ada abang ojol berenti depan gua trs ngasih duit 2rebu dengan begonya gua terima sambil mlongo ga ngerti😭 yaaAllah random banget 💭 https://t.co/P3zbqcIl5Z;7918;N;1;7919;01/11/2022 15:28;01/11/2022 15:28;9211
30/10/2022 19:30;convomfs;💭 How was your day guys? Did you go outside today? If yes, were the skies looked pretty? Too bad mine was just grey and dark because of the rain 😕 But what about tomorrow? Maybe the rain will eventually stop and the skies can be back to their beautiful color. I can't (cont);7917;N;1;7918;01/11/2022 15:27;01/11/2022 15:27;16729
30/10/2022 19:30;convomfs;wait to see them, and I think you should too! I want you- I need you to be alive to see how pretty they are, Love. 🤗;7916;N;1;7917;01/11/2022 15:27;01/11/2022 15:27;2335
30/10/2022 19:45;convomfs;💭 MUMMY DONT KNOW DADDYS GETTING HOT AT THE BODY SHOP;7906;N;1;7907;01/11/2022 15:26;01/11/2022 15:26;3538
30/10/2022 19:45;convomfs;🤍 kapan ya aku bisa jadi the one n only for u;7904;N;1;7905;01/11/2022 15:26;01/11/2022 15:26;223
30/10/2022 19:50;convomfs;🤍 kadang cape sama diri sendiri, tiap malam ada aja bahan ovt apalagi klo semisal besoknya itu bakal jadi hari yang berat :( kadang tiba-tiba gemeter dan pernah sampe mual saking panik/takutnya ngebayangin hari esok :(;7901;N;1;7902;01/11/2022 15:25;01/11/2022 15:25;3071
30/10/2022 20:25;convomfs;💭 knp yh orang² klo foto merem gt hasilny baguss, gue coba foto merem malah jadinya kek orang ketiduran anjrt 😭😭😭;7887;N;1;7888;01/11/2022 15:24;01/11/2022 15:24;2345
30/10/2022 20:30;convomfs;🤍 waw ldks ternyata tidak menyenangkan y.... aku abis ldks di omelin abis abisan sama TNI + osis sekolah iya sih namanya jg ldks. plg plg pahaku kayak abis di injek injek. buat berdiri susah, buat duduk sakitnya masya Allah. ini aku harus pake obat apa ya... biar cepet (cont);7885;N;1;7886;01/11/2022 15:24;01/11/2022 15:24;2438
30/10/2022 20:30;convomfs;sembuh, sakit banget soalnya huhu 🥲🥲;7884;N;1;7885;01/11/2022 15:24;01/11/2022 15:24;1703
30/10/2022 20:30;convomfs;💭 kalo baca au adalah pekerjaan kaya nya gw udah jadi miliuner;7883;N;1;7884;01/11/2022 15:24;01/11/2022 15:24;29887
30/10/2022 20:40;convomfs;💭 guys sender baru kena scam convert pulsa 105k ke spay. jujur pengen bgt berkata kasar, tapi akhirnya cuma bisa ngeikhlasin aja https://t.co/MCopvd2C9g;7876;N;1;7877;01/11/2022 15:23;01/11/2022 15:23;16307
30/10/2022 20:45;convomfs;🤍 guys tolong beri sender motivasi, bahwa jadi sales/ketemu org banyak ga semenakutkan itu😔 kalau gabisa kasih kata2 baik skip aja yaa, lagi butuh motivasi bangett. makasii sebelumya(⁠｡⁠♡⁠‿⁠♡⁠｡⁠);7874;N;1;7875;01/11/2022 15:23;01/11/2022 15:23;5285
30/10/2022 20:50;convomfs;🤍 tugas kpn berentinya sihh, capek bangetttt;7873;N;1;7874;01/11/2022 15:23;01/11/2022 15:23;3565
30/10/2022 20:55;convomfs;💭 lets be friends? akuu unlabeled;7871;N;1;7872;01/11/2022 15:23;01/11/2022 15:23;3565
30/10/2022 21:00;convomfs;💭 sender udh qrt liink tokoonya yaa di beberapa komen, tokonya emng gk rame klo diliat liat tp amanah kok. Ayok ramein tokonya ❤️ https://t.co/pOCjZwcAJw;7869;N;1;7870;01/11/2022 15:23;01/11/2022 15:23;2054
30/10/2022 21:00;convomfs;🤍 sender lagi bimbang mau update miui 13 apa engga, coba dong yg udh update boleh kasi tau (+ -) nya apa aja, tia!;7868;N;1;7869;01/11/2022 15:23;01/11/2022 15:23;2071
30/10/2022 21:00;convomfs;🤍  akhirnya gw ada motivasi buat skripsian lagiii, tau gak motivasinya apa? nabung duit buat nikah. walaupun gw blm ada calon, yg penting nabung dulu, estimasi 2-3th kekumpul sesuai target, bismillah. minta doanya yaa biar segera selese skripsian sama cepet dpt kerja🙏;7867;N;1;7868;01/11/2022 15:22;01/11/2022 15:22;2232
30/10/2022 21:05;convomfs;🤍 ini temen kerja, bukan bestie nya dia. Dan bahkan, baru kenal belom ada 4 bulanan. Kalo sender berlebihan, gapapaa garemin aja. :( https://t.co/hveG1qvdgi;7866;N;1;7867;01/11/2022 15:22;01/11/2022 15:22;3353
30/10/2022 21:10;convomfs;🤍 pengen kabur aja dari rumah hehe, capek;7859;N;1;7860;01/11/2022 15:15;01/11/2022 15:15;120
30/10/2022 21:15;convomfs;💭 Kalian punya nggak 'my dream job if money didn't matter'?? Klau ad spill dong, klau sender pengen punya pastry shop, mslnya bnrn punya, maybe roti nya bakal dimakanin mulu sama sender wkwkw.;7855;N;1;7856;01/11/2022 15:13;01/11/2022 15:13;4095
30/10/2022 21:15;convomfs;🤍 Ga Segaja Ketemu Ini, 52 Tahun Yg Lalu 😳 https://t.co/L6n94HxbzT;7851;N;1;7852;01/11/2022 15:13;01/11/2022 15:13;185
30/10/2022 21:15;convomfs;ngefoto suka miring2 wkwk;7850;N;1;7851;01/11/2022 15:13;01/11/2022 15:13;1932
30/10/2022 21:20;convomfs;💭 niatnya delete for everyone, kepencet delete for me 😔;7848;N;1;7849;01/11/2022 15:13;01/11/2022 15:13;4272
30/10/2022 21:20;convomfs;Lucky you all, have a good father and really cares with his children. I never felt it in 20 years of living in this world 🤍 https://t.co/37TsEUX26v;7847;N;1;7848;01/11/2022 15:12;01/11/2022 15:12;1252
30/10/2022 21:30;convomfs;"💭 cw // gangguan mental, masalah keluarga

gais maaf ya aku tumpahin drama keluarga aku ke sini krn aku minta bantu kalian ya yg mungkin ada masalah keluarga yg serupa🥲 makasih

https://t.co/vDbP7thqFt https://t.co/mLa2v6vXET";7843;N;1;7844;01/11/2022 15:10;01/11/2022 15:10;5347
30/10/2022 21:30;convomfs;GILAKKKK GUE MASIH MUDA UDAH JOMPO BANGET GINI, ENCOK TERUS TIAP HARI 🤍;7842;N;1;7843;01/11/2022 15:10;01/11/2022 15:10;2951
30/10/2022 21:35;convomfs;💭 eating spongebob's house 😧 https://t.co/TTyocuM1n8;7839;N;1;7840;01/11/2022 15:10;01/11/2022 15:10;49773
30/10/2022 21:40;convomfs;anjir banget sekarang bensin ngapa cepet banget abisnya yah ajig 💭 https://t.co/1X6nt6mWM8;7836;N;1;7837;01/11/2022 15:09;01/11/2022 15:09;4085
30/10/2022 21:45;convomfs;💭 wdyt temen yg pas lagi ketemu main hp terus;7835;N;1;7836;01/11/2022 15:09;01/11/2022 15:09;5213
30/10/2022 21:55;convomfs;🤍 salah ga gua kangen doi pdhl dia yg ngeblok duluan. Trs bulan depan dia ultah dan gua pengen bgt ngucapin😭;7828;N;1;7829;01/11/2022 15:08;01/11/2022 15:08;5101
30/10/2022 22:05;convomfs;🤍 abis dari rumahnya pacarku trs dia lagi sakit tapi tetep nganterin pulang 😭😭 yaallah ngerasa berdosa malah dianterin pulang sama yg sakit, pdhl aku pake gojek juga ngga apa apa tp katanya gaboleh;7824;N;1;7825;01/11/2022 15:07;01/11/2022 15:07;232
30/10/2022 22:05;convomfs;💭 nangisszzz ಥ_ಥ pake lem tembak bisa nyatu gakk yaaa 🥹 https://t.co/iVmeXrr46T;7823;N;1;7824;01/11/2022 15:07;01/11/2022 15:07;1979
30/10/2022 22:10;convomfs;💭 KO ADA ORANG SE GEMES KAMUU?!?!?;7822;N;1;7823;01/11/2022 15:07;01/11/2022 15:07;4638
30/10/2022 22:10;convomfs;line ku garing bgt, biar rame gimana ya? 🤍;7821;N;1;7822;01/11/2022 15:07;01/11/2022 15:07;3072
30/10/2022 22:15;convomfs;"💭 Aku udah hampir setengah tahun sama doi dalam jenjang serius, udah kenalin ke orangtua juga. Tapi, di galeri &amp; sosmed dia masih banyak foto mantannya. Bahkan doi juga punya akun dia bucin sama mantannya dulu yang sampe sekarang masih aktif(aku ga sengaja nemu di twitter (cont)";7820;N;1;7821;01/11/2022 15:07;01/11/2022 15:07;6816
