datetime,username,content,id,sentiment,annotator,annotation_id,created_at,updated_at,lead_time
2022-10-30 12:20:19+00:00,convomfs,"💭 AKUN DUMP ACCOUNT IG MARI MERAPAT, YUK MUTUALAN, TP FOLLBACK YH😘 https://t.co/s3RzLDwRRO",7919,O,1,7920,2022-11-01T08:28:08.214770Z,2022-11-01T08:28:08.214770Z,2.943
2022-10-30 12:20:20+00:00,convomfs,lagi nungguin temen gua dipinggir jalan terus tiba tiba ada abang ojol berenti depan gua trs ngasih duit 2rebu dengan begonya gua terima sambil mlongo ga ngerti😭 yaaAllah random banget 💭 https://t.co/P3zbqcIl5Z,7918,N,1,7919,2022-11-01T08:28:04.951732Z,2022-11-01T08:28:04.951732Z,9.211
2022-10-30 12:30:02+00:00,convomfs,"💭 How was your day guys? Did you go outside today? If yes, were the skies looked pretty? Too bad mine was just grey and dark because of the rain 😕 But what about tomorrow? Maybe the rain will eventually stop and the skies can be back to their beautiful color. I can't (cont)",7917,N,1,7918,2022-11-01T08:27:55.357014Z,2022-11-01T08:27:55.357014Z,16.729
2022-10-30 12:30:03+00:00,convomfs,"wait to see them, and I think you should too! I want you- I need you to be alive to see how pretty they are, Love. 🤗",7916,N,1,7917,2022-11-01T08:27:38.218998Z,2022-11-01T08:27:38.218998Z,2.335
2022-10-30 12:30:06+00:00,convomfs,"💭 titipan.
kenapa ya bapak2 tuh kl ngomel auranya bisa bener2 menakutkan dan bahkan bisa bkin mewek walaupun sbenernya beliau ga marah beneran, tp kl ibu mau ngomel kyk apa jg kitanya biasa aja no hard feelings gitu, ortu kalian gini gaksi?",7915,O,1,7916,2022-11-01T08:27:35.483771Z,2022-11-01T08:27:35.483771Z,8.927
2022-10-30 12:30:07+00:00,convomfs,gak garam ya mau nanya aku liat di yt pl prem mereka itu sekitar 59rb an tapi kok di luaran bisa jadi 20rb an kebawah gitu yaa?? itu aman ga yaa? tia 💭,7914,C,1,7915,2022-11-01T08:27:26.159576Z,2022-11-01T08:27:26.159576Z,6.325
2022-10-30 12:30:07+00:00,convomfs,🤍 ini udh expired kok masih bisa dipake ya? btw aku udh remove all payment kok https://t.co/osVQfpuiL1,7913,O,1,7914,2022-11-01T08:27:19.457955Z,2022-11-01T08:27:19.457955Z,8.226
2022-10-30 12:30:09+00:00,convomfs,💭 cara bersihin noda di buku kaya gini gimana ya? 😔😔 https://t.co/doBd4Acz0A,7912,O,1,7913,2022-11-01T08:27:06.018653Z,2022-11-01T08:27:08.483854Z,2.688
2022-10-30 12:35:07+00:00,convomfs,saranin lagu buat playlist ini dong 🤍 https://t.co/hWQGNpehvg,7911,O,1,7912,2022-11-01T08:27:03.513761Z,2022-11-01T08:27:03.513761Z,1.028
2022-10-30 12:35:08+00:00,convomfs,🤍 NOTICE me kakak kakakk 🫶🏻 https://t.co/Tsv3ZQMytE,7910,O,1,7911,2022-11-01T08:27:02.128890Z,2022-11-01T08:27:02.128890Z,2.818
2022-10-30 12:35:09+00:00,convomfs,"🤍 bantuin temen sender dongg, makasii https://t.co/O1yHBETJbl",7909,O,1,7910,2022-11-01T08:26:58.953695Z,2022-11-01T08:26:58.953695Z,2.906
2022-10-30 12:40:05+00:00,convomfs,"💭 revi3w nya dong, masih maju mundur mau pake ini st aku combi acne prone https://t.co/b2AtbbQqgj",7908,O,1,7909,2022-11-01T08:26:55.627502Z,2022-11-01T08:26:55.627502Z,1.64
2022-10-30 12:40:05+00:00,convomfs,💭 kalian punya ga sih temen yg kayak gini 😭😭😭 https://t.co/O31PfXW0Jh,7907,O,1,7908,2022-11-01T08:26:53.596430Z,2022-11-01T08:26:53.596430Z,2.587
2022-10-30 12:45:01+00:00,convomfs,💭 MUMMY DONT KNOW DADDYS GETTING HOT AT THE BODY SHOP,7906,N,1,7907,2022-11-01T08:26:50.698510Z,2022-11-01T08:26:50.698510Z,3.538
2022-10-30 12:45:03+00:00,convomfs,💭 gais ditawain jadi sekpel proker kelas desain ambil ga ya? Itu nanti tugasnya ngapain aja ya?,7905,O,1,7906,2022-11-01T08:26:46.868446Z,2022-11-01T08:26:46.868446Z,3.749
2022-10-30 12:45:03+00:00,convomfs,🤍 kapan ya aku bisa jadi the one n only for u,7904,N,1,7905,2022-11-01T08:26:42.755092Z,2022-11-01T08:26:42.755092Z,2.23
2022-10-30 12:45:03+00:00,convomfs,💭 november. be nice. plz plz plz.,7903,E,1,7904,2022-11-01T08:26:40.113791Z,2022-11-01T08:26:40.113791Z,9.158
2022-10-30 12:50:02+00:00,convomfs,"🤍 ak ngntuk , trs puter playlist , malah playlist dangdut jd ga ngntuk malah joget joget 

""ku ham*il duluan sudah 3 bulan""
""jam satu jam dua jam tiga""
""boom shake shake shake boom""

tolonk ak mau playlist tidur klen",7902,O,1,7903,2022-11-01T08:26:30.522807Z,2022-11-01T08:26:30.522807Z,42.637
2022-10-30 12:50:03+00:00,convomfs,"🤍 kadang cape sama diri sendiri, tiap malam ada aja bahan ovt apalagi klo semisal besoknya itu bakal jadi hari yang berat :( kadang tiba-tiba gemeter dan pernah sampe mual saking panik/takutnya ngebayangin hari esok :(",7901,N,1,7902,2022-11-01T08:25:47.508267Z,2022-11-01T08:25:47.508267Z,3.071
2022-10-30 12:50:04+00:00,convomfs,"🤍 KAK SAKA 大好き!!!!!!!
 BARANGKALI SKRIPSINYA BERAT. AKU BISA KO BANTUIN BOLAK BALIK KE TUKANG FOTOCOPY😩❤️‍🔥",7900,O,1,7901,2022-11-01T08:25:44.052017Z,2022-11-01T08:25:44.052017Z,10.219
2022-10-30 12:55:04+00:00,convomfs,"Beri aku rekomen ye0njun au donggg, trims cinta 🤍",7899,O,1,7900,2022-11-01T08:25:33.458306Z,2022-11-01T08:25:33.458306Z,2.39
2022-10-30 12:55:06+00:00,convomfs,"💭 hai, boleh minta saran ngajak putus baik baik ga? Sender minder sama cowo sender karena dia orang berada. Btw setiap mau minta putus si cowo suka ngomong ""Pantes orang lemah dan cacat kayak aku ditinggalin juga"" help",7898,O,1,7899,2022-11-01T08:25:30.695923Z,2022-11-01T08:25:30.695923Z,9.76
2022-10-30 12:55:07+00:00,convomfs,"🤍 gais spill baju rapi yg kalian pake buat interview dong, gw bingung mau pake apa kalo cuma di suruh pakaian rapi aja 😭😭 soalnya baru pertama kali interview kerjaa",7897,O,1,7898,2022-11-01T08:25:20.493141Z,2022-11-01T08:25:20.493141Z,3.498
2022-10-30 12:55:07+00:00,convomfs,"🤍 Gais, boleh kasih saran ga?🙏 Aku kena penyakit IMS trus harus periksa dan biaya nya lumayan mahal. Aku bingung gimana cara ngasih tau ke orang tua ku takut ditanyain🥺",7896,O,1,7897,2022-11-01T08:25:16.585703Z,2022-11-01T08:25:16.585703Z,1.411
2022-10-30 12:55:07+00:00,convomfs,💭 People who use to listen songs on YT are cool af !!!,7895,O,1,7896,2022-11-01T08:25:14.760799Z,2022-11-01T08:25:14.760799Z,1.792
2022-10-30 12:55:58+00:00,convomfs,Selamat malam! 🐱 https://t.co/R2QDjaQ9pt,7894,E,1,7895,2022-11-01T08:25:12.575403Z,2022-11-01T08:25:12.575403Z,2.172
